,Company,HQ,Address**,City,ST,ZIP,County,Phone,Website,NAICS Code,Industry,Function,Source,St. Louis Employees,year
555,Lewis Rice,St. Louis MSA,"600 Washington Ave., Suite 2500",St. Louis,MO,63101,City of St. Louis,(314) 444-7600,www.lewisrice.com,541110,Professional & Scientific & Technical Services,Legal Services Office,8,300,2018
556,Synergetics Inc.,St. Louis MSA,3845 Corporate Centre Dr.,O'Fallon,MO,63368,St. Charles County,(636) 939-5100,www.synergeticsusa.com,339112,Manufacturing,Biotech - Ophthalmic Equipment,3,300,2018
557,Hubbell Power Systems Inc,,77 West Port Plaza Drive Suite 500,St. Louis,MO,63146,St Louis County,800 297 2728,http://www.aclara.com,,Professtional & Scientific & Technical Services,Electrical components,6,300,2018
558,Fred Weber Inc. ,St. Louis MSA,2320 Creve Coeur Mill Rd.,Maryland Heights,MO,63043,St. Louis County,(314) 344-0070,www.fredweberinc.com,236210,Construction,Construction and Engineering,6,300,2018
559,Central Bancopy Inc.,"Jefferson City, MO","238 Madison St. Jefferson City, MO 65101","Clayton, Ferguson",MO,"63105, 63136",St. Louis County,multiple ,centralbank.net,,Finance & Insurance,Regional Bank ,6,300,2018
560,Leonardo DRS,Washington D.C.,201 Evans Lane,St. Louis,MO,63121,St. Louis County,(31) 533-4000,www.drs.com,3362,Manufacturing,Motor Vehicle Products,7,300,2018
561,Ansira Engagement Marketing,St. Louis MSA,2300 Locust St.,St. Louis,MO,63103,City of St. Louis,(314) 783-2300,https://ansira.com/,541613,Professional & Scientific & Technical Services,Channel Marketing,6,300,2018
562,Grey Eagle Distributors,St. Louis MSA,2340 Millpark Dr.,St. Louis,MO,63043,St. Louis County,(314) 429-9100,www.greyeagle.com,424,Wholesale Trade,Distribution of AB-InBev products,6,300,2018
563,Essex Industries Inc. ,St. Louis MSA,7700 Gravois Road,St. Louis,MO,63123,St. Louis County,(314) 832-4500,www.essexind.com,,Manufacturing,Electrical Equipment,6,300,2018
564,Arthur J. Gallagher & Co.,"Itasca, IL",12444 Powerscourt Dr. #500,St. Louis,MO,63131,St. Louis County,(314) 965-4346,ajg.com,,Finance & Insurance,Health insurance exchange,6,300,2018
565,"Jet Aviation St. Louis, a General Dynamics Company",,6400 Curtiss Steinberg Dr.,Cahokia,IL,62206,St. Clair County,(800) 222-0422,www.jetaviation.com/stlouis,336411,Manufacturing,General Aviation Services,6,300,2018
566,McAlister's Deli,St. Louis County,12515 Olive Blvd,Creve Coeur,MO,63141,St. Louis County,314-971-7783,mcalistersdeli.com,722513,Accomodation and Food Service,Limited Service Resturant,6,300,2018
567,St. Louis Union Station,,1820 Market St.,St. Louis,MO,63103,City of St. Louis,(314) 421-6655,stlouisunionstation.com,,Accommodation & Food Services,Hotels & Motels,6,300,2018
568,St. Louis Airport Marriott,,I-70 at Lambert Int'l Airport,St. Louis,MO,63134,St. Louis,(314) 423-9700,www.marriott.com/stlap,721110,Accommodation & Food Services,Hotels & Motels,3,300,2018
569,Advanced Nursing Services of St. Louis,St. Louis MSA,141 N. Meramec Ave. #102,St. Louis,MO,63105,St. Louis,(314) 863-3030,www.advancednursing.com,621610,Health Care & Social Assistance,Home Health Care,3,300,2018
570,AFB International Inc.,St. Louis MSA,3 Research Park Dr.,St. Charles,MO,63304,St. Charles County,(636) 281-0040,http://afbinternational.com,311111,Manufacturing,Biotech - Dog and Cat Food,3,300,2018
571,Alton Steel Inc.,St. Louis MSA,#5 Cut Street,Alton,IL,62002,Madison County,(618) 463-1490,www.altonsteel.com,33111,Manufacturing,Steel mill,7,300,2018
572,America's Center Catering,St. Louis MSA,701 Convention Plz,St. Louis,MO,63101,City of St. Louis,(314) 342-5055,www.americascenterevents.com,722320,Accommodation & Food Services,Catering Service,1,300,2018
573,Aramark Corp,"Philadelphia, PA",14141 Riverport Dr,Maryland Heights,MO,63043-4807,St. Louis County,(314) 291-1788,www.aramark.com,722211,Accommodation & Food Services,Restaurant,1,300,2018
574,Associated Rehabilitation Svcs,,2127 Innrblt Bs Ctr Dr,St. Louis,MO,63114-5700,St. Louis County,(314) 506-8899,,621340,Health Care & Social Assistance,Rehabilitation Services,1,300,2018
575,Astro Building Services Inc,St. Louis MSA,2415 N Illinois St B,Belleville,IL,62226-2940,St. Clair County,(618) 235-4006,,561720,"Administrative & Support, Waste Management & Remediation Services",Building Maintenance Services,1,300,2018
576,Bass Pro Inc,"Springfield, MO ",1365 S 5th St,St. Charles,MO,63301-2457,St. Charles County,(636) 688-2500,www.basspro-shops.com,451110,Retail Trade,Ret Sporting Goods/Bicycles,1,300,2018
577,Bausch & Lomb Surgical Company ,,3365 Tree Court Industrial Blvd.,St. Louis,MO,63122,St. Louis County,(800) 325-9929,www.bauschsurgical.com,339115,Manufacturing,Medical equipment/Biotech,8,300,2018
578,Blackwell Sanders Peper Martin LLP ,,"720 Olive St., 24th floor",St. Louis,MO,63101,City of St. Louis,(314) 345-6000,www.blackwellsanders.com,541110,Professional & Scientific & Technical Services,Law firm,1,300,2018
579,Carelinc Options LLC,St. Louis MSA,2127 Innrblt Bs Ctr Dr 10,St. Louis,MO,63114-5700,St. Louis County,(314) 506-8814,www.carelincoptions.com ,623220,Health Care & Social Assistance,Rehab,1,300,2018
580,Center Pointe Hospital,,5931 Highway 94 South,St. Charles,MO,63304,St. Charles County,(636) 441-7300,,622210,Health Care & Social Assistance,Hospitals - General,3,300,2018
581,Cobro Corp.,,4 Research Park Dr.,St. Charles,MO,63304,St. Charles County,(636) 498-6604,,421610,Wholesale Trade,Safety & Security Equipment,3,300,2018
582,Crossroads Courier Inc,St. Louis MSA,4348 Green Ash Drive,St. Louis,MO,63045,St. Louis County,(314) 222-4000,www.crossroadscourier.com,484110,Transportation & Warehousing,Local Trucking Operator,8,300,2018
583,Department of Corrections IL,,PO Box 129,East St. Louis,IL,62202-0129,St. Clair County,(618) 394-2200,www.idoc.state.il.us,922140,Government & Public Administration,Correction Facility,1,300,2018
584,Department of Corrections MO,,18701 Old Highway 66,Pacific,MO,63069-3526,St. Louis County,(636) 257-3322,www.state.mo.us,922140,Government & Public Administration,Correctional Facility,1,300,2018
585,DeSoto School District,St. Louis MSA,610 Vineland School Road,DeSoto,MO,63020,Jefferson County,(636) 586-1000,,611110,Educational Services,Elementary and Secondary Schools,3,300,2018
586,Diagraph,,3401 Rider Trail South,Earth City,MO,63045,St. Louis County,(800) 521-3047,www.diagraph.com,339944,Manufacturing,Product identification systems,3,300,2018
587,DOE Run Resources Corp,,881 Main St,Herculaneum,MO,63048-1222,Jefferson County,(636) 479-5311,www.doerun.com,212231,Utilities,Mining and manufacturing lead & zinc,1,300,2018
588,Empire Comfort Systems Inc.,,918 Freeburg Ave,Belleville,IL,62220,St. Clair County,(618) 233-7420,www.empirecomfort.com,332710,Manufacturing, Tool & Die/Machine Shops,3,300,2018
589,Energy Fleet Resources Inc,St. Louis MSA,14528 S Outer 40 Ste 210,Chesterfield,MO,63017-5743,St. Louis County,(314) 542-2266,www.cpclogistics.com,561320,Professional & Scientific & Technical Services,Help Supply Services,1,300,2018
590,Enterprise Financial Services Corp ,St. Louis MSA,150 N. Meramec,Clayton,MO,63105,St. Louis County,(314) 725-5500,www.enterprisebank.com,522110,Finance & Insurance,Bank holding company (Enterprise Bank & Trust),3,300,2018
591,Exxon Mobil Corporation,"Dallas, TX",14491 Brushy Mound Rd,Carlinville,IL,62626,Macoupin County,(217) 854-3291,http://www.exxon.mobil.com,221112,Utilities,Coal Mining & Processing,8,300,2018
592,Fiserv Solutions Inc,,2465 Centerline Industrial Dr,Maryland Heights,MO,63043-3307,St. Louis County,(314) 991-1000,www.fiserv.com,323119,Manufacturing,Letterpress printing,1,300,2018
593,GlaxoSmithKline ,,320 S. Broadway,St. Louis,MO,63102,City of St. Louis,(314) 621-2304,www.glaxosmithkline.com,325,Manufacturing,Biotech - Manufacture tums antacids,3,300,2018
594,Greenville Regional Hospital,,200 Healthcare Dr.,Greenville,IL,62246,Bond County,(618) 664-1230,www.greenvilleregionalhospital.com,622210,Health Care & Social Assistance,Hospitals - General,3,300,2018
595,Hdh LLC,,1 S Broadway,St. Louis,MO,63102-1703,City of St. Louis,(314) 421-1776,,721110,Accommodation & Food Services,Hotel/Motel Operation,1,300,2018
596,IKEA,Sweden,1 Ikea Way,St. Louis,MO,63108,City of St. Louis,(888) 888-4532,www.ikea.com,,Retail Trade,Furniture store,6,300,2018
597,Junior College District of Jefferson County,St. Louis MSA,1000 Viking Dr,Hillsboro,MO,63050-2440,Jefferson County,(636) 789-3000,www.jeffco.edu,611210,Educational Services,Junior College College/University,1,300,2018
598,"Kaskaskia College, Community",St. Louis MSA,27210 College Rd,Centralia,IL,62801-7800,Clinton County,(618) 545-3000,www.kc.cc.il.us,611210,Educational Services,Junior College College/University,8,300,2018
599,Lockwood Equities Inc,St. Louis MSA,17 W Lockwood Ave,St. Louis,MO,63119-2931,St. Louis County,(314) 968-2205,,237210,Real Estate & Rental & Leasing,Real Estate Developer And Syndicator,1,300,2018
600,Mahle Engine Components USA,,14161 Manchester Rd,Ballwin,MO,63011-4511,St. Louis County,(636) 394-3700,,336311,Manufacturing,Manufactures pistons & piston rings; wholesales automotive engines & engine parts,1,300,2018
601,Marquipwardunited Inc,,8020 Forsyth Blvd,St. Louis,MO,63105-1707,St. Louis County,(314) 862-8000,,238130,Manufacturing,Mfg Corrugurated Equipments,1,300,2018
602,Mary Institute and Saint Louis Country Day School,St. Louis MSA,101 North Warson Rd.,St. Louis,MO,63124,St. Louis,(314) 993-5100,www.micds.org,611110,Educational Services,Private & Preparatory Schools,3,300,2018
603,McKnight Place Partnership LP,St. Louis MSA,One McKnight Place,St. Louis,MO,63124,St. Louis,(314) 993-0111,,623110,Health Care & Social Assistance,Residential Care - Elderly,3,300,2018
604,Metal Container Corp.,,42 Tenbrook Industrial Pa,Arnold,MO,63010-3128,Jefferson County,(636) 296-2002,www.anheuser-busch.com,332431,Manufacturing,Manufactures metal cans,7,300,2018
605,Missouri Athletic Club,St. Louis MSA,405 Washington Ave.,St. Louis,MO,63102,City of St. Louis,(314) 231-7220,www.mac-stl.org,7997,Accommodation & Food Services,Luncheon and Suppler Clubs,3,300,2018
606,Missouri Department Of Social Services,,4411 N Newstead Ave,St. Louis,MO,63115-2534,City of St. Louis,(314) 877-2010,,923130,Government & Public Administration,Social Services,1,300,2018
607,Northwestern Mutual Financial Network - The Qualy Group,,701 Market St.,St. Louis,MO,63101,City of St. Louis,(314) 231-3931,http://stlouis.nm.com,524113,Finance & Insurance,Insurance,2,300,2018
608,Nurse 4 U Express Healthcare,,3216 N Highway 67,Florissant,MO,63033-1646,St. Louis County,(314) 921-0700,,621999,Health Care & Social Assistance,Medical Organization Services,1,300,2018
609,Pantheon,"Durham, NC",4766 La Guardia Dr.,Berkeley,MO,63134,St. Louis County,(314) 426-5000,www.gallusbiopharma.com,325,Manufacturing,Biotech - Biopharma/Biotech,6,300,2018
610,Presence From Innovation (PFI),St. Louis MSA,2290 Ball Dr.,St. Louis,MO,63146,St. Louis,(314) 423-9777,www.pfinnovation.com,541850,Professional & Scientific & Technical Services,Other Media - Displays,3,300,2018
611,Printpack Flexible Packaging Division,,310 McDonnell Blvd.,Hazelwood,MO,63042,St. Louis,(314) 731-6700,,326112,Manufacturing,Plastic- Packaging,3,300,2018
612,Procter & Gamble,,169 E. Grand Ave.,St. Louis,MO,63147,St. Louis County,(314) 622-8200,www.pg.com,325,Manufacturing,Chemical Manufacturing,5,300,2018
613,River City Internet Group ,St. Louis MSA,11756 Borman Dr.,St. Louis,MO,63146,St. Louis County,(314) 692-3500,www.rcig.net,,Information,Internet Services,3,300,2018
614,Rural Development,,1520 Market St FC42,St. Louis,MO,63103-2620,City of St. Louis,(314) 539-2404,www.ksrdc.org,926140,Government & Public Administration,Delivery Of Rural Housing Loan And Grant Programs,1,300,2018
615,Schmitt (Jack) Family of Dealerships,St. Louis MSA,127 Regency Park,O'Fallon,IL,62269,St. Clair County,(618) 628-2500,www.jackschmitt.net,4411,Retail Trade,Automobile Dealerships,3,300,2018
616,Sensient Colors Inc,,PO Box 14538,St. Louis,MO,63178-0538,City of St. Louis,(314) 889-7600,www.sensientcolors.com,424950,Wholesale Trade,Wholesales colors & pigments; manufactures flavoring extracts & syrups,1,300,2018
617,Shriners Hospitals For Children,,2001 S Lindbergh Blvd,St. Louis,MO,63131-3597,St. Louis County,(314) 432-3600,,622110,Health Care & Social Assistance,Specialty Hospital General Hospital,1,300,2018
618,St. Charles City - County Library District,St. Louis MSA,77 Boone Hills Drive,St. Peters,MO,63376,St. Charles County,(636) 441-2300,www.win.org/library/scccld.html,514120,Educational Services,Libraries- Public,3,300,2018
619,True Fitness Technologies Inc.,,865 Hoff Rd.,O'Fallon,MO,63366,St. Charles County,(636) 272-7100,www.truefitness.com,33992,Manufacturing,Sports and Rec Equipment,3,300,2018
620,Valitas Health Services ,St. Louis MSA,12647 Olive Blvd.,St. Louis,MO,63141,St. Louis County,(800) 325-4809,www.cmsstl.com,,Health Care & Social Assistance,Prison Health Care,6,300,2018
621,Volume Services Inc,,PO Box 200,Madison,IL,62060-0200,Madison County,(618) 875-7541,www.volumeservicesamerica.com,722211,Accommodation & Food Services,Eating Place,8,300,2018
622,Von Weise Gear Co,,100 St Clair Ind Park,St. Clair,MO,63077-3051,Franklin County,(636) 629-1010,www.tecumseh.com,333612,Manufacturing,"Manufactures motors, gears, drives and generators",1,300,2018
623,Washington Group International,,7295 S Highway 94,St. Charles,MO,63304-2203,St. Charles County,(636) 441-8086,www.urscorp.com,237110,Construction,Construction Of Water Treatment Plants,1,300,2018
624,Yoh (H. L.) Co.,,"14323 S. Outer Forty, Suite 484",Chesterfield,MO,63017,St. Louis,(314) 878-0666,www.yoh.com,56,"Administrative & Support, Waste Management & Remediation Services",Consulting Engineers - Contract,3,300,2018
625,Envision LLC,,"6 City Place Drive, #350",St. Louis,MO,63141,St. Louis County,(314) 878-4777,www.envision.com,541510,Professional & Scientific & Technical Services,IT Staffing,6,298,2018
626,Jewish Center For Aged Inc,St. Louis MSA,13190 S Outer 40,Chesterfield,MO,63017-5917,St. Louis County,(314) 434-3330,www.cedarsjca.com,623110,Health Care & Social Assistance,Skilled Nursing Care Facility,1,298,2018
627,Deloitte LLP,,100 S. Fourth St. #300,St. Louis,MO,63102,City of St. Louis,(314) 342-4900,www.deloitte.com,541211,Professional & Scientific & Technical Services,"Accounting, Auditing, & Bookkeeping",6,297,2018
628,Tacony Corporation ,St. Louis MSA,1760 Gilsinn Ln.,Fenton,MO,63026,St. Louis County,(636) 349-3000,www.tacony.com,,Manufacturing,Janitorial & Service Supplies,6,297,2018
629,Vantage Credit Union,St. Louis MSA,P.O. Box 4433,Bridgeton,MO ,63044,St. Louis County,(314) 298-0055,www.vcu.com,522130,Finance & Insurance,Credit Union,7,296,2018
630,Kelly Mitchell Group Inc. ,St. Louis MSA,8229 Maryland Ave.,Clayton,MO,63105,St. Louis County,(314) 727-1700,www.kellymitchell.com,541512,Professional & Scientific & Technical Services,Computer consulting,6,295,2018
631,Midland States Bank,"Effingham, IL",212 S. Central Ave.,Clayton,MO,63105,City of St. Louis,(314) 512-8500,www.midlandsb.com,522120,Finance & Insurance,Savings and Loan,5,290,2018
632,Midwest Petroleum Company ,St. Louis MSA,6760 Southwest Ave.,St. Louis,MO,63143,St. Louis County,(314) 647-5550,www.midwestpetro.com,,Wholesale Trade,Petroleum,6,290,2018
633,CMS Inc. ,,1145 Corporate Lake Dr.,St. Louis,MO,63132,St. Louis County,(800) 878-4267,www.cmsrtp.com,,Information,Health care software,3,290,2018
634,Fontbonne University,St. Louis MSA,6800 Wydown Blvd,St. Louis,MO,63105-3043,St. Louis County,(314) 889-1400,www.fontbonne.edu,611310,Educational Services,College/University,1,290,2018
635,Sisters of St Joseph of Carondelet ,,2 Nazareth Ln Stop 1,St. Louis,MO,63129-7601,St. Louis County,(314) 487-3950,www.csjsl.org,623312,Health Care & Social Assistance,Residential Care Services Intermediate Care Facility Skilled Nursing Care Facility,1,290,2018
636,Trimaco,St. Louis MSA,3333 Washington Blvd,St. Louis,MO,63103,City of St. Louis,(314) 534-5005,www.timaco.com,421850,Wholesale Trade,Cleaning & Janitorial Supplies,3,290,2018
637,Sysco Food Services of St. Louis,,3850 Mueller Rd,St. Charles,MO,63301-8042,St. Charles County,(636) 940-9230,www.sysco.com,424410,Wholesale Trade,Whole groceries,1,285,2018
638,Xerox Corp,,3221 McKelvey Rd Ste 300,Bridgeton,MO,63044-2551,St. Louis County,(314) 344-3800,www.xerox.com,811219,Retail Trade,Electrical Repair Computer Maintenance/Repair Whol Office Equipment,1,285,2018
639,Truck Centers Inc.,,2280 Formosa Rd.,Troy,IL,62294,Madison County,(618) 667-3454,www.truckcentersinc.com,4412,Retail Trade,Truck Dealerships,6,281,2018
640,ADT Security Services Inc,"Boca Raton, Fl ",3401 Rider Trail South,Earth City,MO,63045,St. Louis County,(314) 621-4600,www.adt.com,561621,"Administrative & Support, Waste Management & Remediation Services",Burglar Alarm Systems,1,280,2018
641,Greyhound Lines Inc.,,1450 North 13th St.,St. Louis,MO,63106,City of St. Louis,(314) 621-5885,,48511,Transportation & Warehousing,Local Transportation Systems,3,280,2018
642,MSCI Inc.,,11814 Borman Dr.,St. Louis,MO,63146,St. Louis,(314) 993-1887,www.lason.com,514210,Information,Micrographics/Microfilm Equipment,3,280,2018
643,Xspedius Communications LLC,St. Louis MSA,"5555 Winghaven, Suite 300",O'Fallon,MO,63366,St. Charles County,(636) 625-7000,www.xspedius.com,,Information,"Voice, data, and internet services",,280,2018
644,American Railcar Industries,St. Louis MSA,100 Clark St,St. Charles,MO,63301-2075,St. Charles County,(636) 940-6000,www.acfindustries.com,336510,Manufacturing,Manufactures railroad equipment; transportation consultant,8,277,2018
645,YWCA Metro St. Louis,St. Louis MSA,3820 West Pine Blvd.,St. Louis,MO,63108,City of St. Louis,(314) 531-1115,www.ywcastlouis.org,813319,Social Services,Social Services,6,277,2018
646,Chameleon Integrated Services,St. Louis MSA,3207 Washington,St. Louis,MO,63103,St. Louis,(314) 773-7200,www.chameleonis.com,541512,Information,Operates global service desk facilities,6,275,2018
647,CIC Group ,St. Louis MSA,530 Maryville Centre Dr. #100,St. Louis,MO,63141,St. Louis County,(314) 682-2900,cicgroup.com,551112,Manufacturing,Holding company for commercial and industrial companies,6,275,2018
648,Maschhoff Family Foods LLC,St. Louis MSA,211 N. Broadway #2850,St. Louis,MO,63102,City of St. Louis,(618) 594-2125,www.themaschhoffs.com,31161,Manufacturing,"Meat, Poultry & Seafood Products",6,275,2018
649,Hyatt Regency St. Louis at The Arch,St. Louis MSA,315 Chestnut St.,St. Louis,MO,63102,City of St. Louis,(314) 655-1234,stlouisarch.regency.hyatt.com,722110,Accommodation & Food Services,Hotel,6,275,2018
650,Autotire Car Care Centers,,11 Lami Industrial Dr.,St. Peters,MO,63304,St. Charles County,(636) 441-1095,,811111,Professional & Scientific & Technical Services,Vehicle Service and Repair,3,275,2018
651,McClatchy Newspapers Inc,,PO Box 427,Belleville,IL,62222-0427,St. Clair County,(618) 234-1000,www.mcclatchy.com,511110,Information,Newspaper publisher,1,275,2018
652,Meramec Group Inc. ,,338 Ramsey St.,Sullivan,MO,63080,Franklin County,(573) 468-3101,,,Manufacturing,Plastic & Rubber Products,8,275,2018
653,Nordstrom,,47 West County Center,St. Louis,MO,63131,St. Louis County,(314) 255-2000,www.nordstrom.com,4481,Retail Trade,Apparel and Footwear,5,275,2018
654,"Realtime Results, LLC",St. Louis MSA,12444 Powerscort Dr #375,Saint Louis,MO,63131,City of St. Louis,(314) 821- 2500,www.realtimeresults.com,561499,Information,Computer and Telecommunication,,275,2018
655,Roxana Community Unit School District #1,St. Louis MSA,401 North Chaffer Ave.,Roxana,IL,62084,Madison County,(618) 254-7544,www.roxana.k12.il.us,611110,Educational Services,Public School Districts,3,275,2018
656,St. Gobain Container LLC,,1500 Saint Gobain Dr,Pevely,MO,63070-1503,Jefferson County,(636) 479-4421,www.sgcontainers.com,327213,Manufacturing,Manufactures glass containers,1,275,2018
657,Zip Mail Services Inc.,St. Louis MSA,288 Hanley Industrial Court,St. Louis,MO,63144,St. Louis,(314) 645-5055,www.zipmailservices.com,541860,Professional & Scientific & Technical Services,Direct Mail Packaging & Fulfillment,3,275,2018
658,"Alton, City of",St. Louis MSA,101 E 3rd St,Alton,IL,62002-6239,Madison County,(618) 463-3532,www.altonpolice.com,925120,Government & Public Administration,Urban/Community Development,1,274,2018
659,Tip Vna,,1809 W. McCord,Centralia,IL,62801,Clinton County,(618) 533-2781,,621610,Health Care & Social Assistance,Home health care,8,274,2018
660,Homeland Security Corp,,7645 Magna Dr Ste 2,Belleville,IL,62223-3385,St. Clair County,(618) 234-7728,www.about-hsc.com,561613,Professional & Scientific & Technical Services,Protective Guard Service/Personal Protection/Guard Services/Property Protection Services,1,272,2018
661,Jim Butler Automotive Group,St. Louis MSA,759 Gravois Bluffs Road,Fenton,MO,63026,St. Louis County,(636) 349-3222,www.jimbutlerautogroup.com,,Retail Trade,Auto dealership,6,270,2018
662,"Slalom Consulting, LLC","Seattle, WA",7800 Forsyth Blvd. Suite 850,St. Louis,MO,63105,St. Louis County,(314) 367-2370,https://www.slalom.com/home,541611,Professional & Scientific & Technical Services,Business and Technology Consulting,6,270,2018
663,ABB Inc.,"Zurich, Switzerland",4350 Semple Ave.,St. Louis,MO,63120,City of St. Louis,(314) 382-2100,www.abb.com,3353,Manufacturing,Manufactures electrical transformers,7,270,2018
664,Handi-Craft Company,St. Louis MSA,4433 Flyer St.,St. Louis,MO,63116,City of St. Louis,(314) 773-2979,www.handi-craft.com,33993,Manufacturing,"Toys, Gifts, Hobby & Seasonal Products",3,270,2018
665,Industrial Marketing Inc,St. Louis MSA,1441 Hampton Ave,St. Louis,MO,63139-3115,City of St. Louis,(314) 647-7529,,561110,Professional & Scientific & Technical Services,Management Services Accounting/Auditing/Bookkeeping,1,270,2018
666,Lessie Bates Davis,St. Louis MSA,1200 N 13th St,East St. Louis,IL,62205-2975,St. Clair County,(618) 874-0777,,624190,Health Care & Social Assistance,Individual And Family Social Services,1,270,2018
667,Red Lion Beef Corporation,St. Louis MSA,"12015 Manchester Rd., Suite 118",St. Louis,MO,63131,St. Louis County,(314) 821-8665,www.lionschoice.com,722110,Accommodation & Food Services,Fast food chain,7,270,2018
668,Standard Parking Corp,,PO Box 10306,St. Louis,MO,63145-0306,St. Louis County,(314) 890-2800,www.standardparking.com,812930,Retail Trade,Automobile Parking,1,270,2018
669,Technology Partners Inc.,,707 Spirit 40 Park Dr. Suite 120,Chesterfield,MO,63005,St. Louis County,(877) 636-1331,www.technologypartners.net,541512,Professional & Scientific & Technical Services,"IT staffing, project development, contract, managed staffing services",6,269,2018
670,First National Bank of St. Louis (Central Bank of St. Louis),St. Louis MSA,7707 Forsyth Blvd.,Clayton,MO,63105,St. Louis County,(314) 862-8300,www.fnbstl.com,522110,Finance & Insurance,Banking,6,262,2018
671,Mercy Health Plans Inc ,,"14528 S. Outer 40, Suite 300",Chesterfield,MO,63017,St. Louis County,(314) 214-8100,www.mercyhealthplans.com,524114,Finance & Insurance,Hospital/Medical Service Plan,1,262,2018
672,Northview Village Inc,St. Louis MSA,2415 N Kingshighway Blvd,St. Louis,MO,63113-1109,City of St. Louis,(314) 361-1300,,623311,Health Care & Social Assistance,Skilled Nursing Facility,6,260,2018
673,Jacobs Engineering - St. Louis,St. Louis MSA,501 N. Broadway,St. Louis,MO,63102,City of St. Louis,(314) 335-4000,www.jacobs.com,541330,Construction,Consulting Engineers - Civil,6,260,2018
674,Crane Agency Company,St. Louis MSA,100 N Broadway #900,St. Louis,MO,63102,City of St. Louis,(314) 241-8700,www.craneagency.com,524210,Finance & Insurance,Insurance,6,260,2018
675,Biomedical Systems,St. Louis MSA,77 Progress Parkway,Maryland Heights,MO,63043,St. Louis County,(314) 576-6800,www.biomedsys.com,621511,Manufacturing,Biotech - Medical Devices,6,260,2018
676,Dickerson Stations Inc,St. Louis MSA,920 N Illinois St,Belleville,IL,62220-4374,St. Clair County,(618) 233-0786,,447190,Retail Trade,Gasoline Service Station Ret Groceries,1,260,2018
677,Greenville College,St. Louis MSA,315 E. College Ave.,Greenville,IL,62246,Bond County,(618) 664-2800,,611310,Educational Services,Colleges & Universities (General and Liberal Arts & Sciences),3,260,2018
678,Interior Construction Services,St. Louis MSA,2930 Market St,St. Louis,MO,63103-2525,City of St. Louis,(314) 534-6664,,238330,Construction,Floor Laying Contractor,1,260,2018
679,Professional Therapy Services,,2810 Frank Scott Parkway West,Belleville,IL,62223,St. Clair County,(618) 234-9705,www.ptisinc.org,621340,Health Care & Social Assistance,Physical Therapy Clinics,3,260,2018
680,Project Inc,,6301 Manchester Ave,St. Louis,MO,63139-3034,City of St. Louis,(314) 647-3300,,322232,Manufacturing,Vocational rehabilitation service - printing industry,1,260,2018
681,R K Stratman Inc,St. Louis MSA,680B Parr Rd,Wentzville,MO,63385-2903,St. Charles County,(636) 332-5636,www.rkstratman.com,314999,Manufacturing,Screen printing on fabric,1,260,2018
682,Moneta Group,,"100 S. Brentwood Blvd., Suite 500",Clayton,MO,63105,St. Louis County,(314) 726-2300,www.monetagroup.com,,Finance & Insurance,"Family CFO services, risk management, tax planning, institutional consulting, full-service financial management",6,258,2018
683,Memorial Medical Group LLC,,4550 Memorial Dr. #340,Belleville,IL,62226,St. Clair County,(618) 257-6302,memorialmedgroup-llc.com,,Health Care & Social Assistance,Physician Group,6,258,2018
684,Mason Pointe Care Center,,13190 S. Outer Forty Rd.,Chesterfield,MO,63017,St. Louis County,(314)434-3330,https://www.lssliving.org/communities/mason-pointe-town-country-mo/,,Health Care & Social Assistance,Skilled Nursing,6,258,2018
685,"Sinclair and Rush, Arnold Plant",,123 Manufacturers Drive,Arnold,MO,63010,Jefferson County,(636) 282-6800,,326,Manufacturing,Plastics and Rubber Products,8,258,2018
686,Lockton Cos.,"Kansas City, MO",3 CityPlace Dr. Ste. 900,St. Louis,MO,63141,St. Louis County,(314) 432-0500,www. lockton.com,524210,Finance & Insurance,Insurance Brokerage Services,6,257,2018
687,Valley Industries,St. Louis MSA,143-B McDonnell Blvd.,Hazelwood,MO,63042,St. Louis County,(314) 731-1771,www.valleyind.net,541860,Professional & Scientific & Technical Services,Direct Mail Packaging & Fulfillment,3,256,2018
688,Aon Hewitt,"Chicago, IL ",8182 Maryland Ave. #1500,St. Louis,MO,63105,St. Louis County,(314) 721-5100,aon.com/human-capital-consulting,,Professional & Scientific & Technical Services,Human Resource Consulting,6,255,2018
689,Emmis Communications Corp,,800 Saint Louis Union Sta,St. Louis,MO,63103-2257,City of St. Louis,(314) 621-0400,www.emmis.com,515112,Information,Radio Broadcast Station,1,255,2018
690,PDS Technical Services Inc.,,"1285 Fern Ridge Pkwy., Suite 150",St. Louis,MO,63141,St. Louis,(314) 628-9143,www.pdstech.com,561,"Administrative & Support, Waste Management & Remediation Services",Employment Agencies - Temporary,6,255,2018
691,Safeco Insurance Co. of America ,,3637 S Geyer Rd,St. Louis,MO,63127-1203,St. Louis County,(636) 825-3100,www.safeco.com,524,Finance & Insurance,Fire And Casualty Insurance,1,255,2018
692,Mills Properties Inc.,St. Louis MSA,2650 S. Hanley Suite 200,Maplewood,MO,63144,St. Louis County,(314) 721-8000,www.millspartments.net,,Real Estate & Rental & Leasing,Development and management of apartment properties,6,254,2018
693,City of University City,St. Louis MSA,6801 Delmar Blvd,St. Louis,MO,63130-3104,St. Louis County,(314) 862-6767,,921110,Government & Public Administration,Executive Office,9,254,2018
