symbol,name,sector,price,price_chg,price__chg,vol_rate,avg_dly__vol_000,mkt_val_mil_usd,pe_ratio,company_description,industry_sector,industry_group,isin,major_industry,headquarters,exchange_primary_listing,exchange,trading_country
VOWX.DE,Volkswagen (Xet),Consumer Cyclical,196.7,1.4,0.716845878,-4.291255743,13742,78950,11,"VOLKSWAGEN AG IS A GERMANY-BASED AUTOMOBILE MANUFACTURER. THE COMPANY DEVELOPS VEHICLES AND COMPONENTS, AND ALSO PRODUCES AND SELLS VEHICLES, IN PARTICULAR VOLKSWAGEN BRAND PASSENGER CARS AND COMMERCIAL VEHICLES. THE COMPANY CONSISTS OF TWO DIVISIONS: AUTOMOTIVE AND FINANCIAL SERVICES DIVISION. THE AUTOMOTIVE DIVISION IS RESPONSIBLE FOR THE DEVELOPMENT OF VEHICLES AND ENGINES, THE PRODUCTION AND SALE OF PASSENGER CARS, COMMERCIAL VEHICLES, TRUCKS AND BUSES, AND THE GENUINE PARTS BUSINESS. THE FINANCIAL SERVICES DIVISION'S PORTFOLIO OF SERVICES INCLUDES DEALER AND CUSTOMER SERVICES IN THE FIELD OF FINANCING, LEASING, DIRECT BANK, INSURANCE AND FLEET BUSINESS. THE COMPANY'S BRANDS INCLUDE VOLKSWAGEN, AUDI, BENTLEY, BUGATTI, LAMBORGHINI, SEAT, SKODA, SCANIA AND VOLKSWAGEN COMMERCIAL VEHICLES AND EACH BRAND OFFERS A PRODUCT RANGE FROM LOW-CONSUMPTION SMALL CARS TO LUXURY CLASS VEHICLES, AS WELL AS PIC",AUTO,Auto Manufacturers,DE0007664005,Automobile,Wolfsburg,Yes,XETRA,GERMANY
NC2B.DE,Cnooc (Fra),Energy,1.3,0,0,-100,7,78946,7,"CNOOC LIMITED IS AN INVESTMENT HOLDING COMPANY. THE COMPANY, ALONG WITH ITS SUBSIDIARIES, IS A PRODUCER OF OFFSHORE CRUDE OIL AND NATURAL GAS AND AN INDEPENDENT OIL AND GAS EXPLORATION AND PRODUCTION COMPANY. ITS SUBSIDIARIES ARE ENGAGED IN EXPLORATION, DEVELOPMENT, PRODUCTION AND SALES OF OIL AND NATURAL GAS. IT HAS THREE SEGMENTS: INDEPENDENT OPERATIONS, OPERATIONS UNDER JOINT ARRANGEMENT AND TRADING BUSINESS. THE COMPANY HAS FOUR PRODUCING AREAS IN OFFSHORE CHINA, WHICH INCLUDE THE BOHAI BAY, WESTERN SOUTH CHINA SEA, EASTERN SOUTH CHINA SEA AND EAST CHINA SEA. IT ALSO HAS OIL AND GAS ASSETS IN INDONESIA, IRAQ, AUSTRALIA, AFRICA, NORTH AMERICA AND SOUTH AMERICA. AS OF DECEMBER 31, 2012, ITS SUBSIDIARIES INCLUDED CNOOC CHINA LIMITED, CNOOC INTERNATIONAL LIMITED, CHINA OFFSHORE OIL (SINGAPORE) INTERNATIONAL PTE LTD AND OTHERS.",ENERGY,Oil&Gas-Intl Expl&Prod,HK0883013259,Oil&Gas-Expl&Production,,"No (HONG KONG, CNOO.HK)",FRANKFURT,GERMANY
UBS,U B S Ag,Financial,20.95,0.14,0.672753,-13.93999603,52368,78924,260,"SWISS FINANCIAL INSTITUTION PROVIDING INVESTMENT, TRADING, R ETAIL AND COMMERCIAL BANKING SERVICES IN OVER 50 COUNTRIES. 2012 TOTAL OPERATING INCOME BY SEGMENT IN %: WEALTH MANAGEME NT 47; INVESTMENT BANK 29; GLOBAL ASSET MANAGEMENT 6; AND OTHER CORPORATE ITEMS 18. AS OF 12/12, TOTAL ASSETS STOOD AT 1.26 TRIL SWISS FRANCS ($1.37 TRIL), DOWN 11% IN FRANC TERMS FROM 12/11.",BANKS,Banks-Money Center,CH0024899483,Bank-Money Center,SWITZERLAND,"No (SWISS SE, UBSN.CH)",NYSE,UNITED STATES
VOW.LU,Volkswagen (Lux),Consumer Cyclical,196.55,-0.15,-0.076258261,-100,0,78890,11,"VOLKSWAGEN AG IS A GERMANY-BASED AUTOMOBILE MANUFACTURER. THE COMPANY DEVELOPS VEHICLES AND COMPONENTS, AND ALSO PRODUCES AND SELLS VEHICLES, IN PARTICULAR VOLKSWAGEN BRAND PASSENGER CARS AND COMMERCIAL VEHICLES. THE COMPANY CONSISTS OF TWO DIVISIONS: AUTOMOTIVE AND FINANCIAL SERVICES DIVISION. THE AUTOMOTIVE DIVISION IS RESPONSIBLE FOR THE DEVELOPMENT OF VEHICLES AND ENGINES, THE PRODUCTION AND SALE OF PASSENGER CARS, COMMERCIAL VEHICLES, TRUCKS AND BUSES, AND THE GENUINE PARTS BUSINESS. THE FINANCIAL SERVICES DIVISION'S PORTFOLIO OF SERVICES INCLUDES DEALER AND CUSTOMER SERVICES IN THE FIELD OF FINANCING, LEASING, DIRECT BANK, INSURANCE AND FLEET BUSINESS. THE COMPANY'S BRANDS INCLUDE VOLKSWAGEN, AUDI, BENTLEY, BUGATTI, LAMBORGHINI, SEAT, SKODA, SCANIA AND VOLKSWAGEN COMMERCIAL VEHICLES AND EACH BRAND OFFERS A PRODUCT RANGE FROM LOW-CONSUMPTION SMALL CARS TO LUXURY CLASS VEHICLES, AS WELL AS PIC",AUTO,Auto Manufacturers,DE0007664005,Automobile,Wolfsburg,"No (XETRA, VOWX.DE)",LUXEMBOURG,LUXEMBOURG
BCY.DE,Barclays (Fra),Financial,3.6,0,0,-100,54,78835,,"BARCLAYS PLC (BARCLAYS) IS A GLOBAL FINANCIAL SERVICES PROVIDER ENGAGED IN RETAIL BANKING, CREDIT CARDS, WHOLESALE BANKING, INVESTMENT BANKING, WEALTH MANAGEMENT AND INVESTMENT MANAGEMENT SERVICES. THE COMPANY'S OPERATIONS INCLUDE ITS OVERSEAS OFFICES, SUBSIDIARIES AND ASSOCIATES. THE COMPANY OPERATES IN EIGHT SEGMENTS: UK RETAIL AND BUSINESS BANKING (UK RBB), EUROPE RETAIL AND BUSINESS BANKING (EUROPE RBB), AFRICA RETAIL AND BUSINESS BANKING (AFRICA RBB), BARCLAYCARD, BARCLAYS INVESTMENT BANK, BARCLAYS CORPORATE BANKING, WEALTH AND INVESTMENT MANAGEMENT, AND HEAD OFFICE AND OTHER OPERATIONS.",BANKS,Banks-Money Center,GB0031348658,Bank-Money Center,England,"No (LONDON, BARC.GB)",FRANKFURT,GERMANY
VW.CH,Volkswagen (Swx),Consumer Cyclical,242,4.2,1.766190076,267.0588235,21,78786,11,"VOLKSWAGEN AG IS A GERMANY-BASED AUTOMOBILE MANUFACTURER. THE COMPANY DEVELOPS VEHICLES AND COMPONENTS, AND ALSO PRODUCES AND SELLS VEHICLES, IN PARTICULAR VOLKSWAGEN BRAND PASSENGER CARS AND COMMERCIAL VEHICLES. THE COMPANY CONSISTS OF TWO DIVISIONS: AUTOMOTIVE AND FINANCIAL SERVICES DIVISION. THE AUTOMOTIVE DIVISION IS RESPONSIBLE FOR THE DEVELOPMENT OF VEHICLES AND ENGINES, THE PRODUCTION AND SALE OF PASSENGER CARS, COMMERCIAL VEHICLES, TRUCKS AND BUSES, AND THE GENUINE PARTS BUSINESS. THE FINANCIAL SERVICES DIVISION'S PORTFOLIO OF SERVICES INCLUDES DEALER AND CUSTOMER SERVICES IN THE FIELD OF FINANCING, LEASING, DIRECT BANK, INSURANCE AND FLEET BUSINESS. THE COMPANY'S BRANDS INCLUDE VOLKSWAGEN, AUDI, BENTLEY, BUGATTI, LAMBORGHINI, SEAT, SKODA, SCANIA AND VOLKSWAGEN COMMERCIAL VEHICLES AND EACH BRAND OFFERS A PRODUCT RANGE FROM LOW-CONSUMPTION SMALL CARS TO LUXURY CLASS VEHICLES, AS WELL AS PIC",AUTO,Auto Manufacturers,DE0007664005,Automobile,Wolfsburg,"No (XETRA, VOWX.DE)",SWISS SE,SWITZERLAND
NC2A.DE,Cnooc Spn.Adr. (Fra),Energy,129.69,0,0,-100,1,78757,7,"CNOOC LIMITED IS AN INVESTMENT HOLDING COMPANY. THE COMPANY, ALONG WITH ITS SUBSIDIARIES, IS A PRODUCER OF OFFSHORE CRUDE OIL AND NATURAL GAS AND AN INDEPENDENT OIL AND GAS EXPLORATION AND PRODUCTION COMPANY. ITS SUBSIDIARIES ARE ENGAGED IN EXPLORATION, DEVELOPMENT, PRODUCTION AND SALES OF OIL AND NATURAL GAS. IT HAS THREE SEGMENTS: INDEPENDENT OPERATIONS, OPERATIONS UNDER JOINT ARRANGEMENT AND TRADING BUSINESS. THE COMPANY HAS FOUR PRODUCING AREAS IN OFFSHORE CHINA, WHICH INCLUDE THE BOHAI BAY, WESTERN SOUTH CHINA SEA, EASTERN SOUTH CHINA SEA AND EAST CHINA SEA. IT ALSO HAS OIL AND GAS ASSETS IN INDONESIA, IRAQ, AUSTRALIA, AFRICA, NORTH AMERICA AND SOUTH AMERICA. AS OF DECEMBER 31, 2012, ITS SUBSIDIARIES INCLUDED CNOOC CHINA LIMITED, CNOOC INTERNATIONAL LIMITED, CHINA OFFSHORE OIL (SINGAPORE) INTERNATIONAL PTE LTD AND OTHERS.",ENERGY,Oil&Gas-Intl Expl&Prod,US1261321095,Oil&Gas-Expl&Production,,"No (NYSE, CEO)",FRANKFURT,GERMANY
VOLK.NL,Volkswagen (Ams),Consumer Cyclical,196,0.75,0.384122919,-13.48837209,42,78669,11,"VOLKSWAGEN AG IS A GERMANY-BASED AUTOMOBILE MANUFACTURER. THE COMPANY DEVELOPS VEHICLES AND COMPONENTS, AND ALSO PRODUCES AND SELLS VEHICLES, IN PARTICULAR VOLKSWAGEN BRAND PASSENGER CARS AND COMMERCIAL VEHICLES. THE COMPANY CONSISTS OF TWO DIVISIONS: AUTOMOTIVE AND FINANCIAL SERVICES DIVISION. THE AUTOMOTIVE DIVISION IS RESPONSIBLE FOR THE DEVELOPMENT OF VEHICLES AND ENGINES, THE PRODUCTION AND SALE OF PASSENGER CARS, COMMERCIAL VEHICLES, TRUCKS AND BUSES, AND THE GENUINE PARTS BUSINESS. THE FINANCIAL SERVICES DIVISION'S PORTFOLIO OF SERVICES INCLUDES DEALER AND CUSTOMER SERVICES IN THE FIELD OF FINANCING, LEASING, DIRECT BANK, INSURANCE AND FLEET BUSINESS. THE COMPANY'S BRANDS INCLUDE VOLKSWAGEN, AUDI, BENTLEY, BUGATTI, LAMBORGHINI, SEAT, SKODA, SCANIA AND VOLKSWAGEN COMMERCIAL VEHICLES AND EACH BRAND OFFERS A PRODUCT RANGE FROM LOW-CONSUMPTION SMALL CARS TO LUXURY CLASS VEHICLES, AS WELL AS PIC",AUTO,Auto Manufacturers,DE0007664005,Automobile,Wolfsburg,"No (XETRA, VOWX.DE)",AMSTERDAM (AEX),NETHERLANDS
ZEGA.DE,Astrazeneca Spn. (Fra) Adr.1:1,Health Care,45.94,0,0,-100,2,78559,17,"ASTRAZENECA PLC (ASTRAZENECA) IS A GLOBAL BIOPHARMACEUTICAL COMPANY. ASTRAZENECA DISCOVERS, DEVELOPS AND COMMERCIALIZES PRESCRIPTION MEDICINES FOR SIX AREAS OF HEALTHCARE: CARDIOVASCULAR, GASTROINTESTINAL, INFECTION, NEUROSCIENCE, ONCOLOGY, AND RESPIRATORY AND INFLAMMATION. IT HAS A RANGE OF MEDICINES THAT INCLUDES TREATMENTS FOR ILLNESSES, SUCH AS ITS ANTIBIOTIC, MERREM/MERONEM AND LOSEC/PRILOSEC FOR ACID RELATED DISEASES. ASTRAZENECA'S PRODUCTS INCLUDE CRESTOR, ATACAND,SELOKEN/TOPROL-XL, PLENDIL, ONGLYZA, ZESTRIL, SYMBICORT AND ZOLADEX. THE COMPANY OWNS AND OPERATES A RANGE OF RESEARCH AND DEVELOPMENT (R&D), PRODUCTION AND MARKETING FACILITIES WORLDWIDE. ASTRAZENECA OPERATES IN OVER 100 COUNTRIES, INCLUDING CHINA, MEXICO, BRAZIL AND RUSSIA. IN OCTOBER 2013, ASTRAZENECA PLC ANNOUNCED THAT MEDIMMUNE ACQUIRED SPIROGEN. IN JANUARY 2014, PROBIODRUG AG TRANSFERRED ITS EXPERIMENTAL CYCLIN-DEPENDENT KIN",MEDICAL,Medical-Ethical Drugs,US0463531089,Healthcare-Drug/Diversfd,England,"No (NYSE, AZN)",FRANKFURT,GERMANY
VOW.DE,Volkswagen,Consumer Cyclical,195.3,0,0,-100,187,78388,11,"VOLKSWAGEN AG IS A GERMANY-BASED AUTOMOBILE MANUFACTURER. THE COMPANY DEVELOPS VEHICLES AND COMPONENTS, AND ALSO PRODUCES AND SELLS VEHICLES, IN PARTICULAR VOLKSWAGEN BRAND PASSENGER CARS AND COMMERCIAL VEHICLES. THE COMPANY CONSISTS OF TWO DIVISIONS: AUTOMOTIVE AND FINANCIAL SERVICES DIVISION. THE AUTOMOTIVE DIVISION IS RESPONSIBLE FOR THE DEVELOPMENT OF VEHICLES AND ENGINES, THE PRODUCTION AND SALE OF PASSENGER CARS, COMMERCIAL VEHICLES, TRUCKS AND BUSES, AND THE GENUINE PARTS BUSINESS. THE FINANCIAL SERVICES DIVISION'S PORTFOLIO OF SERVICES INCLUDES DEALER AND CUSTOMER SERVICES IN THE FIELD OF FINANCING, LEASING, DIRECT BANK, INSURANCE AND FLEET BUSINESS. THE COMPANY'S BRANDS INCLUDE VOLKSWAGEN, AUDI, BENTLEY, BUGATTI, LAMBORGHINI, SEAT, SKODA, SCANIA AND VOLKSWAGEN COMMERCIAL VEHICLES AND EACH BRAND OFFERS A PRODUCT RANGE FROM LOW-CONSUMPTION SMALL CARS TO LUXURY CLASS VEHICLES, AS WELL AS PIC",AUTO,Auto Manufacturers,DE0007664005,Automobile,Wolfsburg,"No (XETRA, VOWX.DE)",FRANKFURT,GERMANY
AMOV,America Movil Sab Adr A,Technology,21.85,-0.37,-1.665166,-31.66666667,133,78354,12,MEXICAN PROVIDER OF WIRELESS VOICE AND DATA SERVICES TO 262 MIL SUBSCRIBERS IN 18 COUNTRIES. 2012 REVENUES BY SEGMENT IN %: MOBILE VOICE 37; MOBILE DATA 18; FIXED VOICE 16; FIXED D ATA 11; PAID TELEVISION 7; AND OTHER 11. REVENUES BY AREA IN %: BRAZIL 27; MEXICO 23; TELMEX 13; COLOMBIA 9; SOUTHERN CON E 8; U.S.A. 8; ANDEAN 5; CARIBBEAN 4; AND CENTRAL AMERICA 3.,TELECOM,Telecom Svcs- Foreign,US02364W2044,Telecommunication Servce,MEXICO,Yes,NASDAQ,UNITED STATES
UNP.DE,Union Pacific (Fra),Transportation,125,0,0,-100,20,78306,19,"UNION PACIFIC CORPORATION (UPC) OWNS TRANSPORTATION COMPANIES. ITS PRINCIPAL OPERATING COMPANY, UNION PACIFIC RAILROAD COMPANY, LINKS 23 STATES IN THE WESTERN 66% OF THE COUNTRY. UNION PACIFIC RAILROAD COMPANY'S BUSINESS MIX INCLUDES AGRICULTURAL PRODUCTS, AUTOMOTIVE, CHEMICALS, ENERGY, INDUSTRIAL PRODUCTS AND INTERMODAL. UNION PACIFIC RAILROAD COMPANY CONNECTS WITH CANADA'S RAIL SYSTEMS AND IS THE RAILROAD SERVING SIX GATEWAYS TO MEXICO. UNION PACIFIC RAILROAD COMPANY (UPRR) IS A CLASS I RAILROAD OPERATING IN THE UNITED STATES. IN JUNE 2012, THE COMPANY'S WHOLLY OWNED SUBSIDIARY, PS TECHNOLOGY (PST), ACQUIRED THE YARD CONTROL SYSTEMS DIVISION OF ANSALDO STS USA.",TRANSPRT,Transportation-Rail,US9078181081,Railroad,,"No (NYSE, UNP)",FRANKFURT,GERMANY
SAN,Banco Santander Sa Adr,Financial,9.26,-0.14,-1.489361,-24.88445119,53285,78156,16,"GLOBAL HOLDING CO FOR BANCO SANTANDER/OTHER BANKS OPERATING VIA 14,392 BRANCHES IN EUROPE, LATIN AMERICA, U.K. AND U.S. THE COMPANY SPECIALIZES IN RETAIL BANKING. ALSO PROVIDES PRI VATE BANKING, GLOBAL WHOLESALE BANKING AND ASSET MANAGEMENT AND INSURANCE SERVICES. AS OF 12/12, TOTAL ASSETS STOOD AT 1 .26 TRIL EUROS, ($1.67 TRIL), UP 2% IN EURO TERMS FROM 12/11 .",BANKS,Banks-Money Center,US05964H1059,Bank-Money Center,SPAIN,Yes,NYSE,UNITED STATES
BCO.MX,Bbva (Mex),Financial,177.84,7.84,4.611764706,139.8537183,8851,78105,17,"BANCO BILBAO VIZCAYA ARGENTARIA SA (BBVA) IS A SPAIN-BASED INTERNATIONAL FINANCIAL GROUP. THE COMPANY'S ACTIVITIES ARE FOCUSED IN SUCH BUSINESS UNITS AS BANKING, PENSION AND INSURANCE IN SPAIN AND PORTUGAL, MEXICO AND SOUTH AMERICA. IN THE USA AND PUERTO RICO, THE BANK ONLY COMPRISES BANKING BUSINESS. IN ADDITION, THE COMPANY HAS TWO CROSS-SECTORIAL BUSINESS UNITS, CORPORATE AND INVESTMENT BANKING AND GLOBAL RETAIL & BUSINESS BANKING, WHICH INCLUDES RETAIL BANKING, COMMERCIAL AND SMALL AND MEDIUM ENTERPRISES (SMES) BANKING, PAYMENT SYSTEMS, CONSUMER FINANCE AND PRIVATE BANKING, AMONG OTHERS. BBVA IS A PARENT COMPANY OF GRUPO BANCO BILBAO VIZCAYA ARGENTARIA, WHICH COMPRISES SUCH ENTITIES AS BBVA BANCO FRANCES SA AND BBVA INTERNATIONAL LIMITED, AMONG OTHERS. IN DECEMBER 2013, THE COMPANY SOLD OF THE ENTIRETY OF ITS ABOUT 98.92% DIRECT AND INDIRECT INTEREST IN BANCO BILBAO VIZCAYA ARGENTARIA (PANAMA)",BANKS,Banks-Money Center,ES0113211835,Bank-Money Center,,"No (MADRID-SIBE, BBVA.ES)",MEXICO CITY,MEXICO
BOY.NL,Bbva (Ams),Financial,9.91,0,0,-100,4,77990,18,"BANCO BILBAO VIZCAYA ARGENTARIA SA (BBVA) IS A SPAIN-BASED INTERNATIONAL FINANCIAL GROUP. THE COMPANY'S ACTIVITIES ARE FOCUSED IN SUCH BUSINESS UNITS AS BANKING, PENSION AND INSURANCE IN SPAIN AND PORTUGAL, MEXICO AND SOUTH AMERICA. IN THE USA AND PUERTO RICO, THE BANK ONLY COMPRISES BANKING BUSINESS. IN ADDITION, THE COMPANY HAS TWO CROSS-SECTORIAL BUSINESS UNITS, CORPORATE AND INVESTMENT BANKING AND GLOBAL RETAIL & BUSINESS BANKING, WHICH INCLUDES RETAIL BANKING, COMMERCIAL AND SMALL AND MEDIUM ENTERPRISES (SMES) BANKING, PAYMENT SYSTEMS, CONSUMER FINANCE AND PRIVATE BANKING, AMONG OTHERS. BBVA IS A PARENT COMPANY OF GRUPO BANCO BILBAO VIZCAYA ARGENTARIA, WHICH COMPRISES SUCH ENTITIES AS BBVA BANCO FRANCES SA AND BBVA INTERNATIONAL LIMITED, AMONG OTHERS. IN DECEMBER 2013, THE COMPANY SOLD OF THE ENTIRETY OF ITS ABOUT 98.92% DIRECT AND INDIRECT INTEREST IN BANCO BILBAO VIZCAYA ARGENTARIA (PANAMA)",BANKS,Banks-Money Center,ES0113211835,Bank-Money Center,,"No (MADRID-SIBE, BBVA.ES)",AMSTERDAM (AEX),NETHERLANDS
VOW4.DE,Volkswagen Spn.Adr (Fra) 5:1,Consumer Cyclical,38.83,0,0,-100,0,77926,12,"VOLKSWAGEN AG IS A GERMANY-BASED AUTOMOBILE MANUFACTURER. THE COMPANY DEVELOPS VEHICLES AND COMPONENTS, AND ALSO PRODUCES AND SELLS VEHICLES, IN PARTICULAR VOLKSWAGEN BRAND PASSENGER CARS AND COMMERCIAL VEHICLES. THE COMPANY CONSISTS OF TWO DIVISIONS: AUTOMOTIVE AND FINANCIAL SERVICES DIVISION. THE AUTOMOTIVE DIVISION IS RESPONSIBLE FOR THE DEVELOPMENT OF VEHICLES AND ENGINES, THE PRODUCTION AND SALE OF PASSENGER CARS, COMMERCIAL VEHICLES, TRUCKS AND BUSES, AND THE GENUINE PARTS BUSINESS. THE FINANCIAL SERVICES DIVISION'S PORTFOLIO OF SERVICES INCLUDES DEALER AND CUSTOMER SERVICES IN THE FIELD OF FINANCING, LEASING, DIRECT BANK, INSURANCE AND FLEET BUSINESS. THE COMPANY'S BRANDS INCLUDE VOLKSWAGEN, AUDI, BENTLEY, BUGATTI, LAMBORGHINI, SEAT, SKODA, SCANIA AND VOLKSWAGEN COMMERCIAL VEHICLES AND EACH BRAND OFFERS A PRODUCT RANGE FROM LOW-CONSUMPTION SMALL CARS TO LUXURY CLASS VEHICLES, AS WELL AS PIC",AUTO,Auto Manufacturers,US9286623031,Automobile,Wolfsburg,"No (OTC, VLKAY)",FRANKFURT,GERMANY
BOY.DE,Bbva (Fra),Financial,9.9,0,0,-100,36,77912,18,"BANCO BILBAO VIZCAYA ARGENTARIA SA (BBVA) IS A SPAIN-BASED INTERNATIONAL FINANCIAL GROUP. THE COMPANY'S ACTIVITIES ARE FOCUSED IN SUCH BUSINESS UNITS AS BANKING, PENSION AND INSURANCE IN SPAIN AND PORTUGAL, MEXICO AND SOUTH AMERICA. IN THE USA AND PUERTO RICO, THE BANK ONLY COMPRISES BANKING BUSINESS. IN ADDITION, THE COMPANY HAS TWO CROSS-SECTORIAL BUSINESS UNITS, CORPORATE AND INVESTMENT BANKING AND GLOBAL RETAIL & BUSINESS BANKING, WHICH INCLUDES RETAIL BANKING, COMMERCIAL AND SMALL AND MEDIUM ENTERPRISES (SMES) BANKING, PAYMENT SYSTEMS, CONSUMER FINANCE AND PRIVATE BANKING, AMONG OTHERS. BBVA IS A PARENT COMPANY OF GRUPO BANCO BILBAO VIZCAYA ARGENTARIA, WHICH COMPRISES SUCH ENTITIES AS BBVA BANCO FRANCES SA AND BBVA INTERNATIONAL LIMITED, AMONG OTHERS. IN DECEMBER 2013, THE COMPANY SOLD OF THE ENTIRETY OF ITS ABOUT 98.92% DIRECT AND INDIRECT INTEREST IN BANCO BILBAO VIZCAYA ARGENTARIA (PANAMA)",BANKS,Banks-Money Center,ES0113211835,Bank-Money Center,,"No (MADRID-SIBE, BBVA.ES)",FRANKFURT,GERMANY
BCY2.DE,Barclays Adr 1:4 (Fra),Financial,14.2,0,0,-100,0,77781,,"BARCLAYS PLC (BARCLAYS) IS A GLOBAL FINANCIAL SERVICES PROVIDER ENGAGED IN RETAIL BANKING, CREDIT CARDS, WHOLESALE BANKING, INVESTMENT BANKING, WEALTH MANAGEMENT AND INVESTMENT MANAGEMENT SERVICES. THE COMPANY'S OPERATIONS INCLUDE ITS OVERSEAS OFFICES, SUBSIDIARIES AND ASSOCIATES. THE COMPANY OPERATES IN EIGHT SEGMENTS: UK RETAIL AND BUSINESS BANKING (UK RBB), EUROPE RETAIL AND BUSINESS BANKING (EUROPE RBB), AFRICA RETAIL AND BUSINESS BANKING (AFRICA RBB), BARCLAYCARD, BARCLAYS INVESTMENT BANK, BARCLAYS CORPORATE BANKING, WEALTH AND INVESTMENT MANAGEMENT, AND HEAD OFFICE AND OTHER OPERATIONS.",BANKS,Banks-Money Center,US06738E2046,Bank-Money Center,England,"No (NYSE, BCS)",FRANKFURT,GERMANY
BOYX.DE,Bbva (Xet),Financial,9.85,0.081,0.829238329,0.339225138,55,77510,17,"BANCO BILBAO VIZCAYA ARGENTARIA SA (BBVA) IS A SPAIN-BASED INTERNATIONAL FINANCIAL GROUP. THE COMPANY'S ACTIVITIES ARE FOCUSED IN SUCH BUSINESS UNITS AS BANKING, PENSION AND INSURANCE IN SPAIN AND PORTUGAL, MEXICO AND SOUTH AMERICA. IN THE USA AND PUERTO RICO, THE BANK ONLY COMPRISES BANKING BUSINESS. IN ADDITION, THE COMPANY HAS TWO CROSS-SECTORIAL BUSINESS UNITS, CORPORATE AND INVESTMENT BANKING AND GLOBAL RETAIL & BUSINESS BANKING, WHICH INCLUDES RETAIL BANKING, COMMERCIAL AND SMALL AND MEDIUM ENTERPRISES (SMES) BANKING, PAYMENT SYSTEMS, CONSUMER FINANCE AND PRIVATE BANKING, AMONG OTHERS. BBVA IS A PARENT COMPANY OF GRUPO BANCO BILBAO VIZCAYA ARGENTARIA, WHICH COMPRISES SUCH ENTITIES AS BBVA BANCO FRANCES SA AND BBVA INTERNATIONAL LIMITED, AMONG OTHERS. IN DECEMBER 2013, THE COMPANY SOLD OF THE ENTIRETY OF ITS ABOUT 98.92% DIRECT AND INDIRECT INTEREST IN BANCO BILBAO VIZCAYA ARGENTARIA (PANAMA)",BANKS,Banks-Money Center,ES0113211835,Bank-Money Center,,"No (MADRID-SIBE, BBVA.ES)",XETRA,GERMANY
BRW.DE,Sabmiller Spn.Adr (Fra),Consumer Staple,35.48,0,0,-100,2,77460,23,"SABMILLER PLC IS A HOLDING COMPANY, WHICH HAS BREWING AND BEVERAGE INTERESTS ACROSS SIX CONTINENTS. THE COMPANY TOGETHER WITH ITS SUBSIDIARIES IS ENGAGED IN THE MANUFACTURE, DISTRIBUTION AND SALE OF BEVERAGES. THE COMPANY IS A BREWER WITH MORE THAN 200 BEER BRANDS. THE COMPANY'S PORTFOLIO OF BRANDS INCLUDES INTERNATIONAL BEERS, SUCH AS PILSNER URQUELL, PERONI NASTRO AZZURRO, MILLER GENUINE DRAFT AND GROLSCH, AS WELL AS LOCAL BRANDS, SUCH AS AGUILA, CASTLE, MILLER LITE, SNOW, TYSKIE AND VICTORIA BITTER. IT IS A BOTTLER FOR THE COCA-COLA COMPANY IN AFRICA AND CENTRAL AMERICA. IT OPERATES IN LATIN AMERICA, EUROPE, NORTH AMERICA, AFRICA, ASIA PACIFIC, AND SOUTH AFRICA.",ALCOHL/TOB,Beverages-Alcoholic,US78572M1053,Beverage - Alcoholic,England,Yes,FRANKFURT,GERMANY
AMER.JP,Amer.Intl.Gp. (Tks),Financial,5480,100,1.858736059,-88.83732291,22435,77402,20,"AMERICAN INTERNATIONAL GROUP, INC. (AIG) IS A GLOBAL INSURANCE COMPANY. THE COMPANY PROVIDES A RANGE OF PROPERTY CASUALTY INSURANCE, LIFE INSURANCE, RETIREMENT PRODUCTS, MORTGAGE INSURANCE AND OTHER FINANCIAL SERVICES TO CUSTOMERS IN MORE THAN 130 COUNTRIES. IT DIVERSE OFFERINGS INCLUDE PRODUCTS AND SERVICES THAT HELP BUSINESSES AND INDIVIDUALS PROTECT THEIR ASSETS, MANAGE RISKS AND PROVIDE FOR RETIREMENT SECURITY. IT EARNS REVENUES PRIMARILY FROM INSURANCE PREMIUMS, POLICY FEES FROM UNIVERSAL LIFE INSURANCE AND INVESTMENT PRODUCTS, AND INCOME FROM INVESTMENTS. ITS SEGMENTS INCLUDE AIG PROPERTY CASUALTY AND AIG LIFE AND RETIREMENT. DURING THE YEAR ENDED DECEMBER 31, 2012, THE CHARTIS SEGMENT WAS RENAMED AIG PROPERTY CASUALTY AND THE SUNAMERICA SEGMENT WAS RENAMED AIG LIFE AND RETIREMENT.",INSURNCE,Insurance-Diversified,US0268747849,Insurance-Diversified,,"No (NYSE, AIG)",TOKYO,JAPAN
UNP,Union Pacific Corp,Transportation,167.96,-2.19,-1.287099,31.59413975,312412,77357,19,"PROVIDES RAIL TRANSPORTATION WITH 31,868 MILES OF MAIN AND B RANCH LINE TRACK ACROSS 23 STATES IN THE WESTERN U.S. VIA UN ION PACIFIC RAILROAD COMPANY. AS OF 12/12, OPERATED 8,391 LO COMOTIVES AND 72,775 FREIGHT CARS INCLUDING 30,954 COVERED - HOPPERS, 13,482 OPEN HOPPERS, 11,509 GONDOLAS, 6,224 BOXCARS AND 10,606 OTHER. 2012 REVENUES BY COMMODITY IN %: INTERMOD AL 19; COAL 19; INDUSTRIAL 17; AGRICULTURAL 16; CHEMICAL 15; AUTOMOTIVE 8; AND OTHER 6.",TRANSPRT,Transportation-Rail,US9078181081,Railroad,"Omaha, NE",Yes,NYSE,UNITED STATES
